id,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,created_at,full_text,retweet_count,favorite_count,source,expanded_urls,rating_numerator,rating_denominator,dog_name,dog_stage
666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1,golden retriever,0.77593,True,tibetan mastiff,0.0937178,True,labrador retriever,0.0724266,True,2015-11-16 01:22:45+00:00,This is the happiest dog you will ever see. Very committed owner. Nice couch. 10/10 https://t.co/RhUEAloehK,180,395,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666063827256086533/photo/1,10,10,the,Unknown
666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,gordon setter,0.503672,True,yorkshire terrier,0.174201,True,pekinese,0.109454,True,2015-11-16 01:52:02+00:00,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,51,127,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666071193221509120/photo/1,9,10,None,Unknown
666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,walker hound,0.260857,True,english foxhound,0.1753819999999999,True,ibizan hound,0.0974705,True,2015-11-16 01:59:36+00:00,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,130,274,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666073100786774016/photo/1,10,10,None,Unknown
666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,pug,0.489814,True,bull mastiff,0.4047219999999999,True,french bulldog,0.0489595,True,2015-11-16 02:38:37+00:00,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,37,92,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666082916733198337/photo/1,6,10,None,Unknown
666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,bloodhound,0.195217,True,german shepherd,0.0782598,True,malinois,0.0756278,True,2015-11-16 03:22:39+00:00,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,63,141,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666094000022159362/photo/1,9,10,None,Unknown
666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,lhasa,0.58233,True,shih-tzu,0.166192,True,dandie dinmont,0.0896883,True,2015-11-16 03:44:34+00:00,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,53,134,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666099513787052032/photo/1,8,10,None,Unknown
666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,english setter,0.298617,True,newfoundland,0.149842,True,borzoi,0.133649,True,2015-11-16 03:55:04+00:00,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,11,66,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666102155909144576/photo/1,11,10,None,Unknown
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,hen,0.965932,False,cock,0.0339194,False,partridge,5.20658e-05,False,2015-11-16 04:02:55+00:00,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,5459,12847,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666104133288665088/photo/1,1,10,None,Unknown
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,desktop computer,0.086502,False,desk,0.0855474,False,bookcase,0.0794797,False,2015-11-16 14:57:41+00:00,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,38,97,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666268910803644416/photo/1,10,10,None,Unknown
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,italian greyhound,0.176053,True,toy terrier,0.111884,True,basenji,0.111152,True,2015-11-16 15:14:19+00:00,Can take selfies 11/10 https://t.co/ws2AMaNwPW,66,151,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666273097616637952/photo/1,11,10,None,Unknown
666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,maltese dog,0.8575309999999999,True,toy poodle,0.0630638,True,miniature poodle,0.0255806,True,2015-11-16 16:11:11+00:00,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,56,123,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666287406224695296/photo/1,9,10,an,Unknown
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,three-toed sloth,0.914671,False,otter,0.01525,False,great grey owl,0.0132072,False,2015-11-16 16:37:02+00:00,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,289,424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666293911632134144/photo/1,3,10,a,Unknown
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,ox,0.4166689999999999,False,newfoundland,0.278407,True,groenendael,0.102643,True,2015-11-16 19:31:45+00:00,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,79,168,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666337882303524864/photo/1,9,10,an,Unknown
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,golden retriever,0.8587440000000001,True,chesapeake bay retriever,0.0547868,True,labrador retriever,0.0142408999999999,True,2015-11-16 20:01:42+00:00,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,122,241,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666345417576210432/photo/1,10,10,None,Unknown
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,malamute,0.3368739999999999,True,siberian husky,0.147655,True,eskimo dog,0.0934123999999999,True,2015-11-16 20:32:58+00:00,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,56,179,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666353288456101888/photo/1,8,10,None,Unknown
666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,guinea pig,0.996496,False,skunk,0.00240245,False,hamster,0.000460863,False,2015-11-16 21:10:36+00:00,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,468,649,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666362758909284353/photo/1,6,10,None,Unknown
666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,soft-coated wheaten terrier,0.326467,True,afghan hound,0.259551,True,briard,0.206803,True,2015-11-16 21:54:18+00:00,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,73,162,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666373753744588802/photo/1,11,10,None,Unknown
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,chihuahua,0.978108,True,toy terrier,0.00939697,True,papillon,0.00457681,True,2015-11-16 23:23:41+00:00,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,68,147,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666396247373291520/photo/1,9,10,None,Unknown
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,black-and-tan coonhound,0.529139,True,bloodhound,0.24422,True,flat-coated retriever,0.17381,True,2015-11-17 00:06:54+00:00,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,30,93,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666407126856765440/photo/1,7,10,a,Unknown
666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,coho,0.40464,False,barracouta,0.271485,False,gar,0.189945,False,2015-11-17 00:24:19+00:00,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,262,370,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666411507551481857/photo/1,2,10,quite,Unknown
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,toy terrier,0.14968,True,papillon,0.148258,True,chihuahua,0.14286,True,2015-11-17 00:53:15+00:00,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,39,107,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666418789513326592/photo/1,10,10,Walter,Unknown
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,blenheim spaniel,0.906777,True,cocker spaniel,0.0903464,True,shih-tzu,0.00111687,True,2015-11-17 01:02:40+00:00,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,91,272,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666421158376562688/photo/1,12,10,None,Unknown
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,pembroke,0.371361,True,chow,0.249394,True,pomeranian,0.241878,True,2015-11-17 01:30:57+00:00,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,67,139,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666428276349472768/photo/1,7,10,None,Unknown
666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,llama,0.505184,False,irish terrier,0.104109,True,dingo,0.0620712,False,2015-11-17 01:40:41+00:00,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,160,276,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666430724426358785/photo/1,6,10,None,Unknown
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,chesapeake bay retriever,0.18413,True,chain saw,0.0567753,False,power drill,0.0367634,False,2015-11-17 02:00:15+00:00,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",41,136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666435652385423360/photo/1,10,10,None,Unknown
666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,chihuahua,0.6718529999999999,True,beagle,0.12468,True,saluki,0.0440941999999999,True,2015-11-17 02:06:42+00:00,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,40,106,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666437273139982337/photo/1,7,10,None,Unknown
666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,curly-coated retriever,0.322084,True,giant schnauzer,0.287955,True,labrador retriever,0.166331,True,2015-11-17 02:46:43+00:00,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,19,90,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666447344410484738/photo/1,9,10,Scout,Unknown
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,dalmatian,0.278954,True,labrador retriever,0.237612,True,great pyrenees,0.171106,True,2015-11-17 03:16:00+00:00,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,179,447,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666454714377183233/photo/1,10,10,Kreggory,Unknown
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,ibizan hound,0.0443334,True,pembroke,0.0432093,True,west highland white terrier,0.0389056,True,2015-11-17 15:51:26+00:00,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,69,208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,Jimothy,Unknown
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,border collie,0.4478029999999999,True,english springer,0.170497,True,collie,0.139206,True,2015-11-17 16:09:56+00:00,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,524,991,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666649482315059201/photo/1,4,10,None,Unknown
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,german shepherd,0.975401,True,beagle,0.00868727,True,bloodhound,0.00539404,True,2015-11-17 18:56:35+00:00,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,42,159,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666691418707132416/photo/1,8,10,Christoper,Unknown
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,labrador retriever,0.887707,True,chihuahua,0.029307,True,french bulldog,0.0207563,True,2015-11-17 19:35:19+00:00,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,182,371,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666701168228331520/photo/1,8,10,a,Unknown
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,miniature poodle,0.546933,True,cocker spaniel,0.1652549999999999,True,toy poodle,0.0959589,True,2015-11-17 22:06:57+00:00,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,59,206,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666739327293083650/photo/1,10,10,Lugan,Unknown
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,seat belt,0.375057,False,miniature pinscher,0.167175,True,chihuahua,0.0869506,True,2015-11-18 00:36:17+00:00,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,148,303,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666776908487630848/photo/1,5,10,Josep,Unknown
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,italian greyhound,0.618316,True,weimaraner,0.151363,True,vizsla,0.0859891,True,2015-11-18 00:55:42+00:00,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,168,325,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666781792255496192/photo/1,10,10,a,Unknown
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,snail,0.999888,False,slug,5.51417e-05,False,acorn,2.6258e-05,False,2015-11-18 01:12:41+00:00,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,408,656,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666786068205871104/photo/1,2,10,None,Unknown
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,english setter,0.328792,True,brittany spaniel,0.283545,True,ibizan hound,0.0574615,True,2015-11-18 02:25:23+00:00,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,78,205,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666804364988780544/photo/1,8,10,Jockson,Unknown
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,miniature schnauzer,0.496953,True,standard schnauzer,0.285276,True,giant schnauzer,0.0737636999999999,True,2015-11-18 03:18:55+00:00,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,209,442,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666817836334096384/photo/1,9,10,Jeph,Unknown
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,maltese dog,0.359383,True,teddy,0.148759,False,west highland white terrier,0.1060069999999999,True,2015-11-18 03:54:28+00:00,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,79,218,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666826780179869698/photo/1,12,10,None,Unknown
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,airedale,0.448459,True,toy poodle,0.12403,True,teddy,0.1101829999999999,False,2015-11-18 04:27:09+00:00,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,65,183,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666835007768551424/photo/1,10,10,None,Unknown
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,triceratops,0.442113,False,armadillo,0.114071,False,common iguana,0.0432553,False,2015-11-18 04:35:11+00:00,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,467,700,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666837028449972224/photo/1,3,10,None,Unknown
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,swab,0.589446,False,chain saw,0.190142,False,wig,0.0345097,False,2015-11-18 14:18:59+00:00,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,842,2244,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666983947667116034/photo/1,11,10,a,Unknown
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,hay,0.507637,False,rottweiler,0.0624899,True,water buffalo,0.0484246999999999,False,2015-11-18 15:07:24+00:00,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,79,212,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/666996132027977728/photo/1,10,10,Carll,Unknown
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,hyena,0.98723,False,african hunting dog,0.0126007999999999,False,coyote,5.7350100000000005e-05,False,2015-11-18 16:12:51+00:00,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,186,393,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/667012601033924608/photo/1,9,10,Klevin,Unknown
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,golden retriever,0.765266,True,labrador retriever,0.206694,True,seat belt,0.0106669,False,2015-11-18 18:17:59+00:00,12/10 gimme now https://t.co/QZAnwgnOMB,43,163,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/667044094246576128/photo/1,12,10,None,Unknown
